date,store_nbr,transactions
20140608,53,1523
20140608,54,1273
20140608,6,2288
20140608,7,1584
20140608,8,2676
20140608,9,2412
20140609,1,1786
20140609,10,1109
20140609,11,2306
20140609,12,1222
20140609,13,893
20140609,14,1575
20140609,15,1425
20140609,16,978
20140609,17,1280
20140609,18,1416
20140609,19,1294
20140609,2,1846
20140609,23,1071
20140609,25,653
20140609,26,591
20140609,27,1265
20140609,28,976
20140609,3,2995
20140609,30,668
20140609,31,1294
20140609,32,570
20140609,33,1170
20140609,34,2362
20140609,35,605
20140609,36,1034
20140609,37,1496
20140609,38,1579
20140609,39,1449
20140609,4,1426
20140609,40,1578
20140609,41,956
20140609,43,1259
20140609,44,4012
20140609,45,3367
20140609,46,3150
20140609,47,3595
20140609,48,2655
20140609,49,2350
20140609,5,1504
20140609,50,2298
20140609,51,1614
20140609,53,803
20140609,54,812
20140609,6,1719
20140609,7,1922
20140609,8,2716
20140609,9,2126
20140610,1,1705
20140610,10,1095
20140610,11,2193
20140610,12,1143
20140610,13,893
20140610,14,1465
20140610,15,1370
20140610,16,920
20140610,17,1220
20140610,18,1424
20140610,19,1122
20140610,2,1753
20140610,23,1037
20140610,25,612
20140610,26,538
20140610,27,1191
20140610,28,1112
20140610,3,2871
20140610,30,726
20140610,31,1290
20140610,32,504
20140610,33,1122
20140610,34,2293
20140610,35,574
20140610,36,1124
20140610,37,1497
20140610,38,1533
20140610,39,1431
20140610,4,1321
20140610,40,1415
20140610,41,853
20140610,43,1187
20140610,44,3617
20140610,45,3159
20140610,46,2877
20140610,47,3395
20140610,48,2413
20140610,49,2186
20140610,5,1325
20140610,50,2242
20140610,51,1484
20140610,53,689
20140610,54,803
20140610,6,1492
20140610,7,1736
20140610,8,2560
20140610,9,1945
20140611,1,1872
20140611,10,969
20140611,11,2093
20140611,12,1144
20140611,13,876
20140611,14,1372
20140611,15,1373
20140611,16,856
20140611,17,1169
20140611,18,1348
20140611,19,1160
20140611,2,1878
20140611,23,1109
20140611,25,706
20140611,26,556
20140611,27,1292
20140611,28,926
20140611,3,3026
20140611,30,692
20140611,31,1062
20140611,32,462
20140611,33,1016
20140611,34,2062
20140611,35,491
20140611,36,848
20140611,37,1711
20140611,38,1689
20140611,39,1186
20140611,4,1574
20140611,40,1171
20140611,41,905
20140611,43,1076
20140611,44,4232
20140611,45,3540
20140611,46,2969
20140611,47,3751
20140611,48,2509
20140611,49,2406
20140611,5,1448
20140611,50,2398
20140611,51,1824
20140611,53,800
20140611,54,728
20140611,6,1758
20140611,7,1973
20140611,8,2848
20140611,9,1837
20140612,1,1734
20140612,10,1014
20140612,11,2201
20140612,12,1150
20140612,13,869
20140612,14,1467
20140612,15,1271
20140612,16,800
20140612,17,1162
20140612,18,1374
20140612,19,1007
20140612,2,1786
20140612,23,980
20140612,25,627
20140612,26,491
20140612,27,1210
20140612,28,973
20140612,3,2872
20140612,30,716
20140612,31,1212
20140612,32,542
20140612,33,947
20140612,34,2050
20140612,35,529
20140612,36,954
20140612,37,1519
20140612,38,1428
20140612,39,1263
20140612,4,1385
20140612,40,1169
20140612,41,790
20140612,43,1107
20140612,44,3819
20140612,45,3084
20140612,46,2696
20140612,47,3347
20140612,48,2482
20140612,49,2322
20140612,5,1319
20140612,50,2356
20140612,51,1607
20140612,53,695
20140612,54,681
20140612,6,1604
20140612,7,1858
20140612,8,2528
20140612,9,1931
20140613,1,1918
20140613,10,921
20140613,11,2045
20140613,12,1097
20140613,13,852
20140613,14,1223
20140613,15,1218
20140613,16,781
20140613,17,1028
20140613,18,1340
20140613,19,1115
20140613,2,1974
20140613,23,1131
20140613,25,799
20140613,26,656
20140613,27,1398
20140613,28,951
20140613,3,3406
20140613,30,718
20140613,31,1161
20140613,32,563
20140613,33,910
20140613,34,2464
20140613,35,472
20140613,36,919
20140613,37,1734
20140613,38,1734
20140613,39,1374
20140613,4,1566
20140613,40,1157
20140613,41,939
20140613,43,1334
20140613,44,4584
20140613,45,3974
20140613,46,3420
20140613,47,4030
20140613,48,2807
20140613,49,2872
20140613,5,1457
20140613,50,2699
20140613,51,2085
20140613,53,841
20140613,54,785
20140613,6,1758
20140613,7,2127
20140613,8,2961
20140613,9,1828
20140614,1,1447
20140614,10,1322
20140614,11,2704
20140614,12,1348
20140614,13,1287
20140614,14,1980
20140614,15,1297
20140614,16,916
20140614,17,1586
20140614,18,1419
20140614,19,2034
20140614,2,2260
20140614,23,1347
20140614,25,952
20140614,26,940
20140614,27,2040
20140614,28,1445
20140614,3,4340
20140614,30,824
20140614,31,1713
20140614,32,738
20140614,33,1310
20140614,34,3036
20140614,35,741
20140614,36,1204
20140614,37,1868
20140614,38,2560
20140614,39,1934
20140614,4,2066
20140614,40,1459
20140614,41,1468
20140614,43,1482
20140614,44,6236
20140614,45,5490
20140614,46,5245
20140614,47,5851
20140614,48,4435
20140614,49,3987
20140614,5,1797
20140614,50,4029
20140614,51,2879
20140614,53,1376
20140614,54,1000
20140614,6,2573
20140614,7,2226
20140614,8,3429
20140614,9,2597
20140615,1,462
20140615,10,1124
20140615,11,2670
20140615,12,1259
20140615,13,971
20140615,14,1164
20140615,15,1002
20140615,16,1177
20140615,17,1487
20140615,18,1204
20140615,19,1344
20140615,2,1876
20140615,23,1070
20140615,25,632
20140615,26,731
20140615,27,1922
20140615,28,1380
20140615,3,2900
20140615,30,661
20140615,31,1602
20140615,32,695
20140615,33,1180
20140615,34,2251
20140615,35,673
20140615,36,1231
20140615,37,1221
20140615,38,2251
20140615,39,1546
20140615,4,1794
20140615,40,1149
20140615,41,1122
20140615,43,1373
20140615,44,3720
20140615,45,3731
20140615,46,4072
20140615,47,4118
20140615,48,3981
20140615,49,2339
20140615,5,1406
20140615,50,2963
20140615,51,1690
20140615,53,1288
20140615,54,1140
20140615,6,2284
20140615,7,1553
20140615,8,2025
20140615,9,2296
20140616,1,1801
20140616,10,1162
20140616,11,2288
20140616,12,1196
20140616,13,842
20140616,14,1557
20140616,15,1416
20140616,16,986
20140616,17,1380
20140616,18,1452
20140616,19,1335
20140616,2,1845
20140616,23,1020
20140616,25,659
20140616,26,629
20140616,27,1313
20140616,28,1117
20140616,3,3129
20140616,30,743
20140616,31,1252
20140616,32,611
20140616,33,1133
20140616,34,2452
20140616,35,628
20140616,36,1029
20140616,37,1581
20140616,38,1506
20140616,39,1403
20140616,4,1459
20140616,40,1579
20140616,41,974
20140616,43,1323
20140616,44,4064
20140616,45,3461
20140616,46,3289
20140616,47,3710
20140616,48,2813
20140616,49,2266
20140616,5,1480
20140616,50,2414
20140616,51,1763
20140616,53,796
20140616,54,916
20140616,6,1823
20140616,7,1820
20140616,8,2784
20140616,9,2158
20140617,1,1747
20140617,10,1070
20140617,11,2387
20140617,12,1121
20140617,13,886
20140617,14,1430
20140617,15,1351
20140617,16,990
20140617,17,1373
20140617,18,1479
20140617,19,1120
20140617,2,1829
20140617,23,1057
20140617,25,568
20140617,26,567
20140617,27,1278
20140617,28,1202
20140617,3,2979
20140617,30,780
20140617,31,1338
20140617,32,585
20140617,33,1156
20140617,34,2329
20140617,35,612
20140617,36,1123
20140617,37,1468
20140617,38,1405
20140617,39,1461
20140617,4,1360
20140617,40,1487
20140617,41,892
20140617,43,1196
20140617,44,3798
20140617,45,3184
20140617,46,2908
20140617,47,3376
20140617,48,2501
20140617,49,2162
20140617,5,1445
20140617,50,2165
20140617,51,1666
20140617,53,727
20140617,54,830
20140617,6,1622
20140617,7,1833
20140617,8,2645
20140617,9,2105
20140618,1,1798
20140618,10,1025
20140618,11,2270
20140618,12,1180
20140618,13,809
20140618,14,1354
20140618,15,1291
20140618,16,834
20140618,17,1127
20140618,18,1356
20140618,19,1169
20140618,2,1934
20140618,23,1080
20140618,25,684
20140618,26,617
20140618,27,1310
20140618,28,921
20140618,3,3069
20140618,30,643
20140618,31,1112
20140618,32,472
20140618,33,977
20140618,34,2210
20140618,35,537
20140618,36,854
20140618,37,1606
20140618,38,1492
20140618,39,1161
20140618,4,1486
20140618,40,1241
20140618,41,903
20140618,43,1189
20140618,44,4044
20140618,45,3321
20140618,46,2994
20140618,47,3539
20140618,48,2463
20140618,49,2296
20140618,5,1431
20140618,50,2129
20140618,51,1816
20140618,53,866
20140618,54,693
20140618,6,1675
20140618,7,1929
20140618,8,2815
20140618,9,1825
20140619,1,1713
20140619,10,945
20140619,11,2122
20140619,12,1186
20140619,13,842
20140619,14,1355
20140619,15,1346
20140619,16,817
20140619,17,1160
20140619,18,1396
20140619,19,1120
20140619,2,1700
20140619,23,974
20140619,25,615
20140619,26,511
20140619,27,1203
20140619,28,984
20140619,3,2851
20140619,30,728
20140619,31,1172
20140619,32,479
20140619,33,932
20140619,34,2132
20140619,35,550
20140619,36,877
20140619,37,1413
20140619,38,1430
20140619,39,1218
20140619,4,1273
20140619,40,1177
20140619,41,830
20140619,43,1062
20140619,44,3724
20140619,45,3020
20140619,46,2722
20140619,47,3324
20140619,48,2414
20140619,49,2222
20140619,5,1255
20140619,50,2112
20140619,51,1562
20140619,53,683
20140619,54,687
20140619,6,1554
20140619,7,1689
20140619,8,2608
20140619,9,1844
20140620,1,1880
20140620,10,870
20140620,11,2222
20140620,12,1145
20140620,13,840
20140620,14,1256
20140620,15,1332
20140620,16,887
20140620,17,1192
20140620,18,1290
20140620,19,1085
20140620,2,2014
20140620,23,1218
20140620,25,749
20140620,26,520
20140620,27,1385
20140620,28,879
20140620,3,3337
20140620,30,739
20140620,31,1123
20140620,32,507
20140620,33,847
20140620,34,2326
20140620,35,475
20140620,36,852
20140620,37,1562
20140620,38,1653
20140620,39,1244
20140620,4,1622
20140620,40,1117
20140620,41,847
20140620,43,1217
20140620,44,3774
20140620,45,3545
20140620,46,3056
20140620,47,3577
20140620,48,2630
20140620,49,2441
20140620,5,1393
20140620,50,2457
20140620,51,1842
20140620,53,742
20140620,54,633
20140620,6,1844
20140620,7,2033
20140620,8,2715
20140620,9,1723
20140621,1,1269
20140621,10,1208
20140621,11,2372
20140621,12,1250
20140621,13,1141
20140621,14,1812
20140621,15,1319
20140621,16,1020
20140621,17,1500
20140621,18,1271
20140621,19,1917
20140621,2,2072
20140621,23,1113
20140621,25,1089
20140621,26,748
20140621,27,1745
20140621,28,1311
20140621,3,3554
20140621,30,867
20140621,31,1481
20140621,32,673
20140621,33,1257
20140621,34,2628
20140621,35,668
20140621,36,1083
20140621,37,1619
20140621,38,2282
20140621,39,1706
20140621,4,1565
20140621,40,1302
20140621,41,1220
20140621,43,1389
20140621,44,5050
20140621,45,4262
20140621,46,4417
20140621,47,4494
20140621,48,3762
20140621,49,2895
20140621,5,1374
20140621,50,3394
20140621,51,2109
20140621,53,1104
20140621,54,1020
20140621,6,2089
20140621,7,1735
20140621,8,3019
20140621,9,2307
20140622,1,493
20140622,10,1076
20140622,11,2684
20140622,12,1227
20140622,13,887
20140622,14,1164
20140622,15,1017
20140622,16,1178
20140622,17,1501
20140622,18,1346
20140622,19,1158
20140622,2,1989
20140622,23,994
20140622,25,701
20140622,26,747
20140622,27,1969
20140622,28,1579
20140622,3,3612
20140622,30,711
20140622,31,1723
20140622,32,632
20140622,33,1306
20140622,34,2333
20140622,35,684
20140622,36,1207
20140622,37,1287
20140622,38,2379
20140622,39,1586
20140622,4,1857
20140622,40,1177
20140622,41,1306
20140622,43,1447
20140622,44,4823
20140622,45,4563
20140622,46,4618
20140622,47,4829
20140622,48,4169
20140622,49,2879
20140622,5,1455
20140622,50,3219
20140622,51,2066
20140622,53,1254
20140622,54,1211
20140622,6,2189
20140622,7,1499
20140622,8,2773
20140622,9,2326
20140623,1,1823
20140623,10,973
20140623,11,2214
20140623,12,1199
20140623,13,843
20140623,14,1528
20140623,15,1362
20140623,16,927
20140623,17,1337
20140623,18,1360
20140623,19,1208
20140623,2,1946
20140623,23,1043
20140623,25,674
20140623,26,617
20140623,27,1297
20140623,28,975
20140623,3,2907
20140623,30,711
20140623,31,1257
20140623,32,589
20140623,33,1129
20140623,34,2328
20140623,35,661
20140623,36,963
20140623,37,1465
20140623,38,1434
20140623,39,1357
20140623,4,1431
20140623,40,1398
20140623,41,835
20140623,43,1290
20140623,44,3789
20140623,45,3270
20140623,46,3061
20140623,47,3413
20140623,48,2574
20140623,49,2171
20140623,5,1433
20140623,50,2262
20140623,51,1682
20140623,53,760
20140623,54,881
20140623,6,1711
20140623,7,1784
20140623,8,2785
20140623,9,1964
20140624,1,1734
20140624,10,1025
20140624,11,2024
20140624,12,1097
20140624,13,834
20140624,14,1388
20140624,15,1217
20140624,16,904
20140624,17,1163
20140624,18,1401
20140624,19,1086
20140624,2,1841
20140624,23,1032
20140624,25,577
20140624,26,520
20140624,27,1158
20140624,28,1041
20140624,3,2723
20140624,30,707
20140624,31,1202
20140624,32,559
20140624,33,1132
20140624,34,2149
20140624,35,631
20140624,36,977
20140624,37,1425
20140624,38,1446
20140624,39,1309
20140624,4,1345
20140624,40,1278
20140624,41,789
20140624,43,1207
20140624,44,3631
20140624,45,2960
20140624,46,2755
20140624,47,3153
20140624,48,2334
20140624,49,2070
20140624,5,1344
20140624,50,2088
20140624,51,1556
20140624,53,668
20140624,54,734
20140624,6,1616
20140624,7,1724
20140624,8,2535
20140624,9,1798
20140625,1,1747
20140625,10,936
20140625,11,2133
20140625,12,1242
20140625,13,906
20140625,14,1354
20140625,15,1208
20140625,16,830
20140625,17,1229
20140625,18,1323
20140625,19,1147
20140625,2,2006
20140625,23,1205
20140625,25,739
20140625,26,551
20140625,27,1548
20140625,28,929
20140625,3,3121
20140625,30,693
20140625,31,1055
20140625,32,540
20140625,33,875
20140625,34,1821
20140625,35,482
20140625,36,848
20140625,37,1607
20140625,38,1569
20140625,39,1170
20140625,4,1593
20140625,40,972
20140625,41,1004
20140625,43,1044
20140625,44,3750
20140625,45,3195
20140625,46,3100
20140625,47,3390
20140625,48,2852
20140625,49,2358
20140625,5,1370
20140625,50,2573
20140625,51,1809
20140625,53,958
20140625,54,649
20140625,6,1928
20140625,7,2027
20140625,8,2619
20140625,9,1765
20140626,1,1707
20140626,10,907
20140626,11,2062
20140626,12,1119
20140626,13,872
20140626,14,1324
20140626,15,1175
20140626,16,771
20140626,17,1155
20140626,18,1343
20140626,19,988
20140626,2,1816
20140626,23,969
20140626,25,589
20140626,26,505
20140626,27,1211
20140626,28,910
20140626,3,2772
20140626,30,691
20140626,31,1125
20140626,32,515
20140626,33,934
20140626,34,2110
20140626,35,521
20140626,36,908
20140626,37,1542
20140626,38,1366
20140626,39,1236
20140626,4,1269
20140626,40,1203
20140626,41,823
20140626,43,1122
20140626,44,3594
20140626,45,2896
20140626,46,2634
20140626,47,3183
20140626,48,2338
20140626,49,2114
20140626,5,1266
20140626,50,2073
20140626,51,1488
20140626,53,683
20140626,54,700
20140626,6,1637
20140626,7,1737
20140626,8,2464
20140626,9,1822
20140627,1,1866
20140627,10,816
20140627,11,2112
20140627,12,1108
20140627,13,823
20140627,14,1234
20140627,15,1169
20140627,16,751
20140627,17,1048
20140627,18,1246
20140627,19,1053
20140627,2,1970
20140627,23,1146
20140627,25,869
20140627,26,597
20140627,27,1278
20140627,28,895
20140627,3,3293
20140627,30,670
20140627,31,1135
20140627,32,484
20140627,33,850
20140627,34,2456
20140627,35,520
20140627,36,860
20140627,37,1585
20140627,38,1635
20140627,39,1317
20140627,4,1436
20140627,40,1138
20140627,41,897
20140627,43,1279
20140627,44,4047
20140627,45,3422
20140627,46,3060
20140627,47,3612
20140627,48,2609
20140627,49,2513
20140627,5,1266
20140627,50,2455
20140627,51,1763
20140627,53,736
20140627,54,716
20140627,6,1681
20140627,7,1984
20140627,8,2870
20140627,9,1617
20140628,1,1300
20140628,10,1174
20140628,11,2430
20140628,12,1258
20140628,13,1150
20140628,14,1742
20140628,15,1170
20140628,16,966
20140628,17,1432
20140628,18,1285
20140628,19,1789
20140628,2,2058
20140628,23,1128
20140628,25,974
20140628,26,613
20140628,27,1711
20140628,28,1216
20140628,3,3390
20140628,30,698
20140628,31,1412
20140628,32,691
20140628,33,1148
20140628,34,2577
20140628,35,698
20140628,36,1010
20140628,37,1522
20140628,38,2175
20140628,39,1688
20140628,4,1641
20140628,40,1284
20140628,41,1104
20140628,43,1374
20140628,44,4503
20140628,45,4111
20140628,46,4134
20140628,47,4449
20140628,48,3596
20140628,49,2738
20140628,5,1410
20140628,50,3094
20140628,51,1943
20140628,53,948
20140628,54,928
20140628,6,2152
20140628,7,1746
20140628,8,2712
20140628,9,2197
20140629,1,446
20140629,10,933
20140629,11,2193
20140629,12,1189
20140629,13,968
20140629,14,1050
20140629,15,965
20140629,16,1064
20140629,17,1407
20140629,18,1250
20140629,19,1086
20140629,2,1856
20140629,23,991
20140629,25,715
20140629,26,672
20140629,27,1900
20140629,28,1609
20140629,3,3420
20140629,30,678
20140629,31,1548
20140629,32,606
20140629,33,1251
20140629,34,2308
20140629,35,692
20140629,36,1119
20140629,37,1170
20140629,38,2251
20140629,39,1481
20140629,4,1708
20140629,40,1256
20140629,41,1207
20140629,43,1467
20140629,44,4563
20140629,45,4238
20140629,46,4372
20140629,47,4682
20140629,48,4077
20140629,49,2706
20140629,5,1282
20140629,50,2927
20140629,51,1967
20140629,53,1108
20140629,54,1191
20140629,6,2204
20140629,7,1425
20140629,8,2516
20140629,9,2118
20140630,1,1758
20140630,10,1078
20140630,11,2255
20140630,12,1230
20140630,13,895
20140630,14,1491
20140630,15,1305
20140630,16,864
20140630,17,1217
20140630,18,1416
20140630,19,1210
20140630,2,1867
20140630,23,1006
20140630,25,603
20140630,26,616
20140630,27,1279
20140630,28,1028
20140630,3,3025
20140630,30,702
20140630,31,1224
20140630,32,598
20140630,33,1076
20140630,34,2463
20140630,35,585
20140630,36,980
20140630,37,1485
20140630,38,1485
20140630,39,1389
20140630,4,1415
20140630,40,1470
20140630,41,874
20140630,43,1304
20140630,44,3909
20140630,45,3408
20140630,46,3225
20140630,47,3718
20140630,48,2884
20140630,49,2426
20140630,5,1452
20140630,50,2391
20140630,51,1726
20140630,53,730
20140630,54,762
20140630,6,1735
20140630,7,1845
20140630,8,2823
20140630,9,2112
20140701,1,1749
20140701,10,1106
20140701,11,2817
20140701,12,1156
20140701,13,1065
20140701,14,1639
20140701,15,1491
20140701,16,950
20140701,17,1347
20140701,18,1517
20140701,19,1187
20140701,2,1863
20140701,23,1140
20140701,25,640
20140701,26,755
20140701,27,1287
20140701,28,1209
20140701,3,3069
20140701,30,783
20140701,31,1567
20140701,32,667
20140701,33,1308
20140701,34,2530
20140701,35,697
20140701,36,1232
20140701,37,1508
20140701,38,1593
20140701,39,1492
20140701,4,1471
20140701,40,1545
20140701,41,1004
20140701,43,1356
20140701,44,3943
20140701,45,3516
20140701,46,3170
20140701,47,3682
20140701,48,2960
20140701,49,2368
20140701,5,1480
20140701,50,2329
20140701,51,1610
20140701,53,774
20140701,54,873
20140701,6,1734
20140701,7,1850
20140701,8,2684
20140701,9,2259
20140702,1,1962
20140702,10,1106
20140702,11,2650
20140702,12,1287
20140702,13,941
20140702,14,1455
20140702,15,1449
20140702,16,753
20140702,17,1255
20140702,18,1470
20140702,19,1309
20140702,2,2063
20140702,23,1170
20140702,25,789
20140702,26,747
20140702,27,1403
20140702,28,1072
20140702,3,3282
20140702,30,696
20140702,31,1277
20140702,32,567
20140702,33,1193
20140702,34,2431
20140702,35,588
20140702,36,1098
20140702,37,1800
20140702,38,1876
20140702,39,1377
20140702,4,1661
20140702,40,1403
20140702,41,1151
20140702,43,1324
20140702,44,4494
20140702,45,3816
20140702,46,3522
20140702,47,4050
20140702,48,3261
20140702,49,2671
20140702,5,1450
20140702,50,2483
20140702,51,1954
20140702,53,872
20140702,54,756
20140702,6,1922
20140702,7,1951
20140702,8,3015
20140702,9,2253
20140703,1,1775
20140703,10,1128
20140703,11,2596
20140703,12,1231
20140703,13,974
20140703,14,1518
20140703,15,1327
20140703,16,762
20140703,17,1250
20140703,18,1417
20140703,19,1137
20140703,2,1889
20140703,23,1168
20140703,25,686
20140703,26,558
20140703,27,1194
20140703,28,1036
20140703,3,3045
20140703,30,797
20140703,31,1336
20140703,32,547
20140703,33,1113
20140703,34,2392
20140703,35,599
20140703,36,1056
20140703,37,1655
20140703,38,1525
20140703,39,1418
20140703,4,1462
20140703,40,1248
20140703,41,916
20140703,43,1320
20140703,44,3849
20140703,45,3470
20140703,46,3279
20140703,47,3784
20140703,48,2953
20140703,49,2425
20140703,5,1142
20140703,50,2510
20140703,51,1617
20140703,53,716
20140703,54,675
20140703,6,1660
20140703,7,1852
20140703,8,2827
20140703,9,2265
20140704,1,1918
20140704,10,1047
20140704,11,2428
20140704,12,1172
20140704,13,1018
20140704,14,1399
20140704,15,1293
20140704,16,874
20140704,17,1141
20140704,18,1334
20140704,19,1210
20140704,2,1978
20140704,23,1122
20140704,25,820
20140704,26,625
20140704,27,1264
20140704,28,905
20140704,3,3120
20140704,30,672
20140704,31,1193
20140704,32,515
20140704,33,958
20140704,34,2533
20140704,35,511
20140704,36,947
20140704,37,1737
20140704,38,1703
20140704,39,1349
20140704,4,1492
20140704,40,1200
20140704,41,926
20140704,43,1372
20140704,44,4111
20140704,45,3684
20140704,46,3397
20140704,47,3826
20140704,48,2945
20140704,49,2533
20140704,5,1484
20140704,50,2571
20140704,51,1766
20140704,53,689
20140704,54,811
20140704,6,1804
20140704,7,2036
20140704,8,2726
20140704,9,2012
20140705,1,1128
20140705,10,1350
20140705,11,2715
20140705,12,1425
20140705,13,1239
20140705,14,1782
20140705,15,1396
20140705,16,1028
20140705,17,1478
20140705,18,1322
20140705,19,1827
20140705,2,1981
20140705,23,1166
20140705,25,1099
20140705,26,757
20140705,27,1735
20140705,28,1343
20140705,3,3471
20140705,30,782
20140705,31,1588
20140705,32,694
20140705,33,1411
20140705,34,2824
20140705,35,713
20140705,36,1197
20140705,37,1673
20140705,38,2402
20140705,39,1739
20140705,4,1653
20140705,40,1453
20140705,41,1187
20140705,43,1535
20140705,44,4674
20140705,45,4354
20140705,46,4415
20140705,47,4816
20140705,48,4015
20140705,49,2863
20140705,5,1610
20140705,50,3447
20140705,51,1951
20140705,53,950
20140705,54,1011
20140705,6,2073
20140705,7,1714
20140705,8,2884
20140705,9,2666
20140706,1,499
20140706,10,965
20140706,11,2476
20140706,12,1190
20140706,13,922
20140706,14,1141
20140706,15,1082
20140706,16,1176
20140706,17,1463
20140706,18,1261
20140706,19,1157
20140706,2,2084
20140706,23,989
20140706,25,707
20140706,26,854
20140706,27,1952
20140706,28,1595
20140706,3,3588
20140706,30,743
20140706,31,1673
20140706,32,680
20140706,33,1293
20140706,34,2585
20140706,35,688
20140706,36,1205
20140706,37,1326
20140706,38,2449
20140706,39,1604
20140706,4,1754
20140706,40,1338
20140706,41,1415
20140706,43,1604
20140706,44,5092
20140706,45,4626
20140706,46,4733
20140706,47,5001
20140706,48,4434
20140706,49,3060
20140706,5,1508
20140706,50,3442
20140706,51,2085
20140706,53,1190
20140706,54,1281
20140706,6,2147
20140706,7,1507
20140706,8,2933
20140706,9,2413
20140707,1,1791
20140707,10,1113
20140707,11,2519
20140707,12,1256
20140707,13,914
20140707,14,1601
20140707,15,1502
20140707,16,1012
20140707,17,1363
20140707,18,1492
20140707,19,1289
20140707,2,1846
20140707,23,1157
20140707,25,618
20140707,26,606
20140707,27,1327
20140707,28,1042
20140707,3,3078
20140707,30,738
20140707,31,1366
20140707,32,592
20140707,33,1166
20140707,34,2509
20140707,35,577
20140707,36,1033
20140707,37,1453
20140707,38,1520
20140707,39,1390
20140707,4,1464
20140707,40,1455
20140707,41,940
20140707,43,1401
20140707,44,4013
20140707,45,3619
20140707,46,3359
20140707,47,3872
20140707,48,2858
20140707,49,2355
20140707,5,1643
20140707,50,2575
20140707,51,1709
20140707,53,653
20140707,54,844
20140707,6,1690
20140707,7,1659
20140707,8,2893
20140707,9,2258
20140708,1,1812
20140708,10,1198
20140708,11,2612
20140708,12,1180
20140708,13,1026
20140708,14,1527
20140708,15,1336
20140708,16,952
20140708,17,1248
20140708,18,1469
20140708,19,1164
20140708,2,1832
20140708,23,1093
20140708,25,620
20140708,26,517
20140708,27,1269
20140708,28,1103
20140708,3,2792
20140708,30,732
20140708,31,1325
20140708,32,556
20140708,33,1117
20140708,34,2247
20140708,35,577
20140708,36,1080
20140708,37,1498
20140708,38,1507
20140708,39,1463
20140708,4,1341
20140708,40,1421
20140708,41,883
20140708,43,1321
20140708,44,3643
20140708,45,3197
20140708,46,3080
20140708,47,2844
20140708,48,2519
20140708,49,2261
20140708,5,1394
20140708,50,2573
20140708,51,1490
20140708,53,611
20140708,54,845
20140708,6,1700
20140708,7,1739
20140708,8,2610
20140708,9,2069
20140709,1,1821
20140709,10,961
20140709,11,2261
20140709,12,1174
20140709,13,871
20140709,14,1363
20140709,15,1266
20140709,16,852
20140709,17,1134
20140709,18,1374
20140709,19,1202
20140709,2,1860
20140709,23,1115
20140709,25,714
20140709,26,527
20140709,27,1291
20140709,28,917
20140709,3,2893
20140709,30,622
20140709,31,1167
20140709,32,492
20140709,33,966
20140709,34,2139
20140709,35,498
20140709,36,889
20140709,37,1582
20140709,38,1597
20140709,39,1208
20140709,4,1497
20140709,40,1149
20140709,41,922
20140709,43,1224
20140709,44,4083
20140709,45,3208
20140709,46,3034
20140709,47,3772
20140709,48,2445
20140709,49,2271
20140709,5,1408
20140709,50,2266
20140709,51,1751
20140709,53,692
20140709,54,794
20140709,6,1651
20140709,7,1877
20140709,8,2751
20140709,9,1870
20140710,1,1665
20140710,10,923
20140710,11,2311
20140710,12,1161
20140710,13,839
20140710,14,1404
20140710,15,1295
20140710,16,857
20140710,17,1177
20140710,18,1385
20140710,19,1105
20140710,2,1794
20140710,23,1000
20140710,25,685
20140710,26,543
20140710,27,1210
20140710,28,904
20140710,3,2777
20140710,30,739
20140710,31,1235
20140710,32,490
20140710,33,1019
20140710,34,2279
20140710,35,593
20140710,36,947
20140710,37,1551
20140710,38,1477
20140710,39,1348
20140710,4,1350
20140710,40,1207
20140710,41,888
20140710,43,1209
20140710,44,3780
20140710,45,3143
20140710,46,3018
20140710,47,3312
20140710,48,2471
20140710,49,2219
20140710,5,1355
20140710,50,2407
20140710,51,1552
20140710,53,657
20140710,54,750
20140710,6,1442
20140710,7,1667
20140710,8,2596
20140710,9,1986
20140711,1,1802
20140711,10,856
20140711,11,2360
20140711,12,1069
20140711,13,846
20140711,14,1245
20140711,15,1282
20140711,16,817
20140711,17,1082
20140711,18,1240
20140711,19,1205
20140711,2,1962
20140711,23,1075
20140711,25,809
20140711,26,597
20140711,27,371
20140711,28,870
20140711,3,3138
20140711,30,203
20140711,31,1274
20140711,32,500
20140711,33,878
20140711,34,2362
20140711,35,519
20140711,36,857
20140711,37,1652
20140711,38,1658
20140711,39,1302
20140711,4,1462
20140711,40,1126
20140711,41,928
20140711,43,1179
20140711,44,4250
20140711,45,3745
20140711,46,3298
20140711,47,3808
20140711,48,2619
20140711,49,2563
20140711,5,1526
20140711,50,2637
20140711,51,1822
20140711,53,729
20140711,54,753
20140711,6,1639
20140711,7,1936
20140711,8,2852
20140711,9,1883
20140712,1,1211
20140712,10,1127
20140712,11,2530
20140712,12,1229
20140712,13,1126
20140712,14,1725
20140712,15,1177
20140712,16,1034
20140712,17,1355
20140712,18,1256
20140712,19,1847
20140712,2,2038
20140712,23,1125
20140712,25,1063
20140712,26,664
20140712,27,1749
20140712,28,1319
20140712,3,3640
20140712,30,712
20140712,31,1429
20140712,32,661
20140712,33,1171
20140712,34,2733
20140712,35,650
20140712,36,1085
20140712,37,1708
20140712,38,2395
20140712,39,1775
20140712,4,1723
20140712,40,1341
20140712,41,1170
20140712,43,1417
20140712,44,4816
20140712,45,4197
20140712,46,4221
20140712,47,4527
20140712,48,3698
